"","id","taxon","observer","source","date","county","location_quality","latitude","longitude","location_description","accuracy_square_meters","plant","phenology","phenology_code"
"18","in:204952411","Caulanthus lasiophyllus","howdysnap","iNaturalist",2024-03-22,"San Bernardino","high",35.71582,-116.89052,"Death Valley National Park, Trona, CA, US",50,"Caulanthus lasiophyllus",NA,NA
"19","in:204996898","Caulanthus lasiophyllus","Aaron Echols","iNaturalist",2024-03-31,"San Bernardino","high",35.061389,-116.316045,"Baker, CA, US",254,"Caulanthus lasiophyllus",NA,NA
"20","in:206352577","Caulanthus lasiophyllus","madge","iNaturalist",2024-04-09,"San Diego","high",32.628658,-116.194642,"Anza-Borrego Desert State Park, Jacumba, CA, US",50,"Caulanthus lasiophyllus",NA,NA
"21","in:20745347","Caulanthus lasiophyllus","Kate Harper","iNaturalist",2019-02-23,"San Diego","high",33.307645,-116.157935,"San Diego County, US-CA, US",78,"Caulanthus lasiophyllus",NA,NA
"22","in:20842537","Caulanthus lasiophyllus","Kate Harper","iNaturalist",2019-02-27,"San Diego","high",32.8961,-116.230072,"San Diego County, US-CA, US",78,"Caulanthus lasiophyllus",NA,NA
"23","in:21065788","Caulanthus lasiophyllus","Rod","iNaturalist",2019-03-08,"Riverside","high",33.788779,-115.792076,"Joshua Tree National Park, Riverside County, US-CA, US",28,"Caulanthus lasiophyllus",NA,NA
"24","in:21137800","Caulanthus lasiophyllus","Morgan Stickrod","iNaturalist",2019-03-10,"San Diego","high",33.137536,-116.275392,"Anza-Borrego Desert State Park, Julian, CA, US",201,"Caulanthus lasiophyllus",NA,NA
"25","in:21230024","Caulanthus lasiophyllus","jd_sd_fieldobvs","iNaturalist",2019-03-09,"San Diego","high",33.012743,-116.340822,"Unnamed Road, California",113,"Caulanthus lasiophyllus",NA,NA
"26","in:21379452","Caulanthus lasiophyllus","manatok","iNaturalist",2019-03-17,"San Bernardino","high",34.08802,-116.235488,"Joshua Tree National Park, Joshua Tree, CA, US",314,"Caulanthus lasiophyllus",NA,NA
"27","in:21403294","Caulanthus lasiophyllus","kliewer","iNaturalist",2019-03-18,"San Luis Obispo","high",35.082799,-119.660426,"Carrizo Plain Nat. Mon., CA, USA",2827,"Caulanthus lasiophyllus",NA,NA
"28","in:21474810","Caulanthus lasiophyllus","Adam Searcy","iNaturalist",2019-03-21,"Santa Barbara","high",33.469978,-119.040078,"Channel Islands National Park, , CA, US",78,"Caulanthus lasiophyllus",NA,NA
"29","in:21505557","Caulanthus lasiophyllus","Rod","iNaturalist",2019-03-22,"Riverside","high",33.986041,-116.016285,"Joshua Tree National Park, Riverside County, US-CA, US",113,"Caulanthus lasiophyllus",NA,NA
"30","in:21560350","Caulanthus lasiophyllus","Neil Frakes","iNaturalist",2019-03-22,"Riverside","high",33.80608,-115.9275,"Hexie Mountains, Joshua Tree National Park, CA, USA",314,"Caulanthus lasiophyllus",NA,NA
"31","in:21621144","Caulanthus lasiophyllus","Aaron Echols","iNaturalist",2019-03-22,"San Luis Obispo","high",35.252413,-119.778887,"Carrizo Plain National Monument, Santa Margarita, CA, US",804,"Caulanthus lasiophyllus",NA,NA
"32","in:21765243","Caulanthus lasiophyllus","Alex Bairstow","iNaturalist",2019-03-21,"San Diego","high",33.014664,-116.449974,"San Diego County, CA, USA",201,"Caulanthus lasiophyllus",NA,NA
"33","in:21854477","Caulanthus lasiophyllus","pocketmouse","iNaturalist",2019-03-30,"San Luis Obispo","high",35.111939,-119.740853,"Carrizo Plain National Monument, Santa Margarita, CA, US",78,"Caulanthus lasiophyllus",NA,NA
"34","in:21865348","Caulanthus lasiophyllus","tmanzanillo","iNaturalist",2019-03-30,"San Luis Obispo","high",35.095929,-119.643551,"Carrizo Plain National Monument, San Luis Obispo County, US-CA, US",706,"Caulanthus lasiophyllus",NA,NA
"35","in:22123404","Caulanthus lasiophyllus","sea-kangaroo","iNaturalist",2019-03-20,"Riverside","high",33.95104,-116.15751,"Joshua Tree National Park, California",314,"Caulanthus lasiophyllus",NA,NA
"36","in:22305042","Caulanthus lasiophyllus","dkincmbria","iNaturalist",2019-04-06,"San Luis Obispo","high",35.300786,-119.854653,NA,78,"Caulanthus lasiophyllus",NA,NA
"37","in:227008901","Caulanthus lasiophyllus","David Rankin","iNaturalist",2024-07-03,"Riverside","medium",33.654968,-117.009573,"Riverside County, CA, USA",11689,"Caulanthus lasiophyllus",NA,NA
"38","in:22957860","Caulanthus lasiophyllus","kliewer","iNaturalist",2019-04-02,"Los Angeles","high",34.484203,-118.310062,"Vasquez Rock, Los Angeles County, CA, USA",1256,"Caulanthus lasiophyllus",NA,NA
"39","in:260617076","Caulanthus lasiophyllus","fishtlk","iNaturalist",2025-02-04,"Kings","high",35.949397,-120.000725,"CA-41, Kettleman City, CA, US",2123,"Caulanthus lasiophyllus",NA,NA
"40","in:261482264","Caulanthus lasiophyllus","jsterling60","iNaturalist",2025-02-12,"Kern","high",35.313625,-119.24151,"Bakersfield, CA, US",12,"Caulanthus lasiophyllus",NA,NA
"41","in:266726291","Caulanthus lasiophyllus","Damon Tighe","iNaturalist",2025-03-23,"Solano","medium",38.146764,-122.220703,"Alesia Ct, Vallejo, CA, US",22167,"Caulanthus lasiophyllus",NA,NA
"42","in:2670213","Caulanthus lasiophyllus","Robb Hannawacker","iNaturalist",2016-02-11,"San Bernardino","high",34.095048,-115.420798,"Joshua Tree National Park, Twentynine Palms, CA, US",78,"Caulanthus lasiophyllus",NA,NA
"43","in:271149209","Caulanthus lasiophyllus","Jordan Collins","iNaturalist",2025-04-17,"Kern","high",35.4532,-118.099883,"SC 328, Weldon, CA, US",201,"Caulanthus lasiophyllus",NA,NA
"44","in:272056897","Caulanthus lasiophyllus","Duncan Bell","iNaturalist",2025-04-16,"Kern","high",35.342363,-118.33642,"Caliente, CA, US",113,"Caulanthus lasiophyllus",NA,NA
"45","in:37646497","Caulanthus lasiophyllus","birgitknorr","iNaturalist",2020-01-15,"Imperial","high",32.7835,-116.087176,"Co Rd 8032, Imperial, CA, US",78,"Caulanthus lasiophyllus",NA,NA
"46","in:38082742","Caulanthus lasiophyllus","Becky E","iNaturalist",2020-01-26,"Imperial","high",33.019131,-115.108672,"North Algodones Dunes Wilderness Area, Brawley, CA, US",78,"Caulanthus lasiophyllus",NA,NA
"47","in:38412587","Caulanthus lasiophyllus","Don Rideout","iNaturalist",2020-02-06,"San Diego","medium",33.06065,-116.13509,"San Diego County, CA, USA",7853,"Caulanthus lasiophyllus",NA,NA
"48","in:38945233","Caulanthus lasiophyllus","Matt Berger","iNaturalist",2020-02-15,"San Diego","high",33.332989,-116.295769,"San Diego, California",78,"Caulanthus lasiophyllus",NA,NA
"49","in:39196155","Caulanthus lasiophyllus","Matt Berger","iNaturalist",2020-02-22,"Inyo","high",36.345214,-117.346511,"Death Valley National Park, Inyo, California",113,"Caulanthus lasiophyllus",NA,NA
"50","in:40607932","Caulanthus lasiophyllus","Matt Berger","iNaturalist",2020-03-22,"San Bernardino","high",34.997842,-117.380836,"San Bernardino, California",78,"Caulanthus lasiophyllus",NA,NA
"51","in:40722868","Caulanthus lasiophyllus","Rod","iNaturalist",2020-03-25,"Riverside","high",33.676375,-116.314851,"La Quinta, CA, USA",201,"Caulanthus lasiophyllus",NA,NA
"52","in:41051719","Caulanthus lasiophyllus","Aaron Echols","iNaturalist",2020-03-29,"San Bernardino","high",34.484712,-117.138419,"Japatul Rd, Apple Valley, CA, US",452,"Caulanthus lasiophyllus",NA,NA
"53","in:41583025","Caulanthus lasiophyllus","Aaron Echols","iNaturalist",2020-04-05,"San Bernardino","high",34.95757,-116.840905,"Yermo, CA, US",201,"Caulanthus lasiophyllus",NA,NA
"54","in:42049123","Caulanthus lasiophyllus","Corey Lange","iNaturalist",2020-04-11,"San Bernardino","high",34.814472,-115.614333,"Mojave National Preserve, Essex, CA, US",1017,"Caulanthus lasiophyllus",NA,NA
"55","in:42092554","Caulanthus lasiophyllus","Daniel S. Cooper","iNaturalist",2020-04-12,"Kern","high",35.286039,-118.019316,"CA-14 S, Mojave, CA, US",113,"Caulanthus lasiophyllus",NA,NA
"56","in:5181264","Caulanthus lasiophyllus","Terry Hunefeld","iNaturalist",2017-02-20,"San Diego","high",33.246151,-116.404929,"Anza-Borrego Desert State Park, Anza-Borrego Desert, San Diego County, US-CA, US",78,"Caulanthus lasiophyllus",NA,NA
"57","in:5233118","Caulanthus lasiophyllus","Terry Hunefeld","iNaturalist",2017-03-05,"San Diego","high",33.131187,-116.301758,"Anza-Borrego Desert, San Diego County, US-CA, US",78,"Caulanthus lasiophyllus",NA,NA
"58","in:5307697","Caulanthus lasiophyllus","Terry Hunefeld","iNaturalist",2017-03-14,"San Diego","high",33.143589,-116.352517,"Anza-Borrego Desert, San Diego County, US-CA, US",78,"Caulanthus lasiophyllus",NA,NA
"59","in:5383295","Caulanthus lasiophyllus","Jennifer Howland","iNaturalist",2017-03-15,"San Diego","high",33.04285,-116.408351,"Anza-Borrego Desert State Park, Julian, CA, US",78,"Caulanthus lasiophyllus",NA,NA
"60","in:5847461","Caulanthus lasiophyllus","mrchasse","iNaturalist",2017-04-18,"San Francisco","high",37.79768,-122.479477,"North Baker Beach, Presidio of San Francisco",50,"Caulanthus lasiophyllus",NA,NA
"61","in:78430804","Caulanthus lasiophyllus","lithostrotionella /<br> Chloe Novak","iNaturalist",2021-04-30,"Napa","medium",38.64873,-122.529559,NA,20106,"Caulanthus lasiophyllus",NA,NA
"62","io10358","Caulanthus lasiophyllus","Liz Block",NA,2019-04-11,"Kern","high",35.137526,-118.210491,NA,50,"Caulanthus lasiophyllus",NA,NA
"63","io121392","Caulanthus lasiophyllus","Mike Russler",NA,2024-03-07,"Fresno","high",36.578803,-120.695412,NA,50,"Caulanthus lasiophyllus",NA,NA
"64","io121393","Caulanthus lasiophyllus","Mike Russler",NA,2024-03-07,"Fresno","high",36.5788,-120.695412,NA,50,"Caulanthus lasiophyllus",NA,NA
"65","io12183","Caulanthus lasiophyllus","Angelique Herman",NA,2019-05-07,"Kern","high",35.097832,-118.291754,NA,50,"Caulanthus lasiophyllus",NA,NA
"66","io127667","Caulanthus lasiophyllus","Kevin",NA,2024-04-26,"Alameda","high",37.7886,-122.15981,NA,50,"Caulanthus lasiophyllus",NA,NA
"67","io127677","Caulanthus lasiophyllus","Kevin",NA,2024-04-18,"Alameda","high",37.78527,-122.1554,NA,50,"Caulanthus lasiophyllus",NA,NA
"68","io127698","Caulanthus lasiophyllus","Kevin",NA,2024-05-02,"Alameda","high",37.80311,-122.1762,NA,9160,"Caulanthus lasiophyllus",NA,NA
"69","io13357","Caulanthus lasiophyllus","Angelique Herman",NA,2019-05-30,"Ventura","high",34.314455,-119.297167,NA,113,"Caulanthus lasiophyllus",NA,NA
"70","io19040","Caulanthus lasiophyllus","Angelique Herman",NA,2019-08-13,"Kern","high",35.043516,-118.275026,NA,201,"Caulanthus lasiophyllus",NA,NA
"71","io22184","Caulanthus lasiophyllus","Angelique Herman",NA,2019-09-24,"Kern","high",35.066221,-118.286608,NA,201,"Caulanthus lasiophyllus",NA,NA
"72","io60282","Caulanthus lasiophyllus","Mike Russler",NA,2022-02-04,"Fresno","high",36.577697,-120.702058,"Jackass Grade Panoche Road",50,"Caulanthus lasiophyllus",NA,NA
"73","io62162","Caulanthus lasiophyllus","Catherine Chang",NA,2022-03-13,"San Benito","high",36.560867,-120.829978,NA,113,"Caulanthus lasiophyllus",NA,NA
"74","mg129076","Caulanthus lasiophyllus","David popp",NA,2021-03-24,"Colusa","high",38.998744,-122.355311,NA,129,"Caulanthus lasiophyllus","Fruiting","R"
"75","mg156173","Caulanthus lasiophyllus","R.A. Chasey",NA,2022-02-19,"Napa","high",38.17579,-122.222935,NA,109,"Caulanthus lasiophyllus",NA,NA
"76","mg156236","Caulanthus lasiophyllus","R.A. Chasey",NA,2022-02-20,"Fresno","high",36.603523,-120.700341,NA,205,"Caulanthus lasiophyllus",NA,NA
"77","mg156238","Caulanthus lasiophyllus","R.A. Chasey",NA,2022-02-20,"Fresno","high",36.603301,-120.700806,NA,35,"Caulanthus lasiophyllus",NA,NA
"78","mg156878","Caulanthus lasiophyllus","R.A. Chasey",NA,2022-03-06,"Contra Costa","high",37.869409,-121.989514,NA,255,"Caulanthus lasiophyllus",NA,NA
"79","mg186901","Caulanthus lasiophyllus","Nicole Forte","RCLC - Mill Bend Preserve",2022-11-04,"Mendocino","high",38.75867,-123.520982,NA,508,"Caulanthus lasiophyllus",NA,NA
"80","mg189208","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-02-09,"Fresno","high",36.086808,-120.19025,NA,141,"Caulanthus lasiophyllus",NA,NA
"81","mg189417","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-02-09,"Fresno","high",36.08179,-120.335635,NA,225,"Caulanthus lasiophyllus",NA,NA
"82","mg191077","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-02-18,"Fresno","high",36.53962,-120.563137,NA,62,"Caulanthus lasiophyllus",NA,NA
"83","mg191098","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-02-18,"Fresno","high",36.538868,-120.56446,NA,84,"Caulanthus lasiophyllus",NA,NA
"84","mg192977","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-03-02,"Fresno","high",36.080563,-120.142445,NA,46,"Caulanthus lasiophyllus",NA,NA
"85","mg192980","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-03-02,"Fresno","high",36.080446,-120.142622,NA,114,"Caulanthus lasiophyllus",NA,NA
"86","mg193561","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-03,"San Bernardino","high",34.675024,-116.98016,NA,137,"Caulanthus lasiophyllus",NA,NA
"87","mg194852","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-10,"Contra Costa","high",37.897473,-122.010395,NA,260,"Caulanthus lasiophyllus",NA,NA
"88","mg194855","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-10,"Contra Costa","high",37.897788,-122.01061,NA,405,"Caulanthus lasiophyllus",NA,NA
"89","mg196173","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-19,"Contra Costa","high",37.939095,-122.204954,NA,257,"Caulanthus lasiophyllus",NA,NA
"90","mg196504","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-23,"Santa Clara","high",37.206314,-121.803997,NA,47,"Caulanthus lasiophyllus",NA,NA
"91","mg196510","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-23,"Santa Clara","high",37.208183,-121.800952,NA,93,"Caulanthus lasiophyllus",NA,NA
"92","mg197772","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-30,"San Joaquin","high",37.653577,-121.48688,NA,278,"Caulanthus lasiophyllus",NA,NA
"93","mg197773","Caulanthus lasiophyllus","R.A. Chasey",NA,2023-03-30,"San Joaquin","high",37.651737,-121.488332,NA,95,"Caulanthus lasiophyllus",NA,NA
"94","mg199667","Caulanthus lasiophyllus","Julian Geoghegan","Marin County Parks data pro",2023-04-13,"Marin","high",37.982236,-122.605918,"CASCADE CANYON",205,"Caulanthus lasiophyllus",NA,NA
"95","mg210291","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-06-16,"Shasta","high",40.364607,-122.862776,NA,2440,"Caulanthus lasiophyllus",NA,NA
"96","mg210293","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-06-16,"Shasta","high",40.364915,-122.862803,NA,56,"Caulanthus lasiophyllus",NA,NA
"97","mg210295","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-06-16,"Shasta","high",40.365113,-122.86268,NA,45,"Caulanthus lasiophyllus",NA,NA
"98","mg210299","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-06-16,"Shasta","high",40.365502,-122.862388,NA,199,"Caulanthus lasiophyllus",NA,NA
"99","mg214583","Caulanthus lasiophyllus","Amanda Magallanes","Marin County Parks data pro",2023-07-10,"Marin","high",37.911447,-122.494365,"RING MOUNTAIN",1666,"Caulanthus lasiophyllus",NA,NA
"100","mg221295","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-08-13,"Contra Costa","high",37.896813,-121.93277,NA,55,"Caulanthus lasiophyllus",NA,NA
"101","mg221296","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-08-13,"Contra Costa","high",37.897741,-121.934804,NA,712,"Caulanthus lasiophyllus",NA,NA
"102","mg22133","Caulanthus lasiophyllus","Heath Bartosh",NA,2016-04-02,"Contra Costa","high",37.897998,-121.880531,NA,254,"Caulanthus lasiophyllus",NA,NA
"103","mg228720","Caulanthus lasiophyllus","Ryan O'Dell",NA,2023-10-29,"Stanislaus","high",37.425409,-121.351516,NA,250,"Caulanthus lasiophyllus",NA,NA
"104","mg265267","Caulanthus lasiophyllus","Ryan O'Dell",NA,2024-12-12,"Monterey","high",35.982749,-121.013419,NA,155,"Caulanthus lasiophyllus",NA,NA
"105","mg265268","Caulanthus lasiophyllus","Ryan O'Dell",NA,2024-12-12,"Monterey","high",35.98324,-121.013189,NA,45,"Caulanthus lasiophyllus",NA,NA
"106","mg272651","Caulanthus lasiophyllus","Ryan O'Dell",NA,2025-04-20,"Lake","high",39.036063,-122.45566,NA,28,"Caulanthus lasiophyllus",NA,NA
"107","mg272652","Caulanthus lasiophyllus","Ryan O'Dell",NA,2025-04-20,"Lake","high",39.036071,-122.455695,NA,34,"Caulanthus lasiophyllus",NA,NA
"108","mg36855","Caulanthus lasiophyllus","R.A. Chasey",NA,2017-03-11,"Fresno","high",36.539858,-120.562858,NA,78,"Caulanthus lasiophyllus",NA,NA
"109","mg38636","Caulanthus lasiophyllus","R.A. Chasey",NA,2017-03-26,"Marin","high",38.141202,-122.592973,NA,7168,"Caulanthus lasiophyllus",NA,NA
"110","mg61849","Caulanthus lasiophyllus","R.A. Chasey",NA,2018-05-05,"Sonoma","high",38.443433,-122.513793,NA,706,"Caulanthus lasiophyllus",NA,NA
"111","mg80249","Caulanthus lasiophyllus","Matthew Major",NA,2019-03-23,"Riverside","high",33.806124,-117.356036,NA,50,"Caulanthus lasiophyllus",NA,NA
"112","mg81009","Caulanthus lasiophyllus","R.A. Chasey",NA,2019-03-30,"San Luis Obispo","high",35.061103,-119.676177,NA,361,"Caulanthus lasiophyllus",NA,NA
"113","mg81059","Caulanthus lasiophyllus","Julian Geoghegan","Marin County Parks data pro",2019-04-01,"Marin","high",37.882334,-122.456855,"OLD ST. HILARY'S",292,"Caulanthus lasiophyllus","Flowering","F"
"114","mu17697","Caulanthus lasiophyllus","Toni Corelli and Avis Boutell",NA,2009-03-19,"San Mateo","high",37.2671,-122.4101,"San Mateo Coast: Pescadero State Beach and Pescadero Marsh Natural Preserve, Sequoia Audubon Trail",2827,"Caulanthus lasiophyllus",NA,NA
"115","mu22144","Caulanthus lasiophyllus","Steve Matson",NA,2022-03-24,"Inyo","high",37.3602,-118.3415,"9M65+3C Poleta, CA, USA",7854,"Caulanthus lasiophyllus",NA,NA
"116","mu30382","Caulanthus lasiophyllus","Steve Matson",NA,2023-04-01,"Inyo","high",36.2378,-117.4231,"6HQG+4Q Panamint Springs, CA, USA",7854,"Caulanthus lasiophyllus",NA,NA
"117","mu30561","Caulanthus lasiophyllus","Steve Matson",NA,2023-04-11,"Inyo","high",36.6378,-117.998,"J2Q2+4R Lone Pine, CA, USA",7854,"Caulanthus lasiophyllus",NA,NA
"118","mu38362","Caulanthus lasiophyllus","Kyle Suchy",NA,2023-05-13,"San Luis Obispo","high",35.2475,-120.8637,"Coon Creek Trail, Los Osos, CA 93402, USA",7854,"Caulanthus lasiophyllus",NA,NA
"119","mu38533","Caulanthus lasiophyllus","Kyle Suchy",NA,2023-04-11,"San Luis Obispo","high",34.9383,-119.4813,"WGQ9+8F Maricopa, CA, USA",7854,"Caulanthus lasiophyllus",NA,NA
"120","oe4757","Caulanthus lasiophyllus","Gary McDonald",NA,2013-04-03,"San Benito","high",36.6676,-121.03308,"1.6 mi. N. of Antelope Fire Control Station, Willow Springs, San Benito Co., CA",79,"Caulanthus lasiophyllus","Flowering","F"
"121","po121446","Caulanthus lasiophyllus","Mary Merriman",NA,2019-02-24,"Tulare","high",35.851,-119.487,"Atwell Island/Ton Tache BLM mitigation project on entrance road",7854,"Caulanthus lasiophyllus","Flowering","F"
"122","po132264","Caulanthus lasiophyllus","John Rawlings, Sara Timby","JRBPTrail9",2019-05-17,"San Mateo","high",37.403822,-122.230978,"Jasper Ridge Biological Preserve, Stanford University; Trail 9 in Prunus ilicifolius alley.",707,"Caulanthus lasiophyllus","Flowering","F"
"123","po185831","Caulanthus lasiophyllus","stephen rosenthal",NA,2021-03-30,"Santa Clara","high",37.401334,-121.792703,"other values: south rim trail",314,"Caulanthus lasiophyllus",NA,NA
"124","po187160","Caulanthus lasiophyllus","Sue Dekalb",NA,2021-04-13,"Santa Clara","high",37.175029,-121.43751,"Henry W. Coe State Park, Canteen Spring",2827,"Caulanthus lasiophyllus",NA,NA
"125","po226752","Caulanthus lasiophyllus","John Rawlings, Sara Timby, Rebecca Reynolds, Ken Hickman, Bill Gomez","Jasper Ridge Biological Preserve (JRBP/JROH)",2022-03-13,"San Mateo","high",37.40386,-122.22191,"Jasper Ridge Biological Preserve, Stanford University",314,"Caulanthus lasiophyllus","Flowering","F"
"126","po227993","Caulanthus lasiophyllus","A. Lambrecht, C. Zabel","Jasper Ridge Biological Preserve (JRBP/JROH)",2003-04-15,"San Mateo","high",37.40372,-122.22197,"San Francisco Bay Area: Jasper Ridge Biological Preserve; about 5m off road F to the west, in serpentine grassland, among the lobes of a serpentinite outcrop. Per CZ: UTM 4139957, 0568862",79,"Caulanthus lasiophyllus",NA,NA
"127","po227995","Caulanthus lasiophyllus","A. Lambrecht","Jasper Ridge Biological Preserve (JRBP/JROH)",2007-04-18,"San Mateo","high",37.40138,-122.212736,"San Francisco Bay Area: Jasper Ridge Biological Preserve; old Area H north of road F about 100-125m",314,"Caulanthus lasiophyllus","Flowering","F"
"128","po227998","Caulanthus lasiophyllus","J. Rawlings, D. Renshaw, A. Lambrecht","Jasper Ridge Biological Preserve (JRBP/JROH)",2009-05-06,"San Mateo","high",37.403122,-122.234176,"San Francisco Bay Area: Jasper Ridge Biological Preserve; just off trail 9 on the uphill side, at bend in trail where dwarf interior live oak grows (Quercus wislizeni var. frutescens)",28,"Caulanthus lasiophyllus","Flowering","F"
"129","po245225","Caulanthus lasiophyllus","John Rawlings, Sara Timby","Jasper Ridge Biological Preserve (JRBP/JROH)",2023-03-05,"San Mateo","high",37.400451,-122.212932,"Jasper Ridge Biological Preserve; old Area H north of road F about 100-125m",314,"Caulanthus lasiophyllus","Flowering","F"
"130","po33964","Caulanthus lasiophyllus","stephen rosenthal",NA,2017-05-05,"Santa Clara","high",37.405176,-121.793704,"Alum Rock Falls Rd",31416,"Caulanthus lasiophyllus","Flowering","F"
"131","po66990","Caulanthus lasiophyllus","Gary McDonald",NA,2017-05-01,"San Benito","high",36.66674,-121.03541,"1.6 mi. N of Antelope Fire Control Station, Willow Springs, San Benito Co., CA",79,"Caulanthus lasiophyllus","Flowering","F"
"132","po89540","Caulanthus lasiophyllus","Gary McDonald",NA,2018-05-01,"San Benito","high",36.66808,-121.0359,"1.7mi N Antelope Fire Control Station, Willow Springs, San Benito Co., CA",79,"Caulanthus lasiophyllus","Flowering","F"
"133","po90204","Caulanthus lasiophyllus","Gary McDonald",NA,2018-05-01,"San Benito","high",36.666265,-121.0357,"1.7mi NNW Antelope Fire Control Station, Willow Springs, San Benito Co., CA",79,"Caulanthus lasiophyllus","Flowering","F"
"134","wb1194-657","Caulanthus lasiophyllus","Brian and Eileen Keelan",NA,2007-04-21,"Monterey","high",36.63647,-121.77632,"Parker Flat -- Fort Ord",1200,"Caulanthus lasiophyllus",NA,NA
"135","wb1194-658","Caulanthus lasiophyllus","Brian and Eileen Keelan",NA,2010-03-27,"San Luis Obispo","high",35.15717,-119.77364,"Panorama Rd 0.7 mi N of Soda L Rd -- Carrizo Plain NM",1200,"Caulanthus lasiophyllus",NA,NA
